booking_id,booking_date,sales_channel,adult_count,child_count,returning_customer,previous_cancellations,previous_no_shows,booking_status,booking_value,days_until_checkin,weekday_nights,weekend_nights,meal_plan,parking_included,room_type,customer_special_requests
INN07871,2021-08-06,корпоративное_бронирование,3,0,True,1,1,нет_отказа,35600.0,25,4,0,тип_питания_1,False,тип_4,0
INN07872,2017-04-08,корпоративное_бронирование,3,0,False,0,0,нет_отказа,0.0,92,5,2,тип_питания_1,False,тип_4,0
INN07873,2020-06-20,корпоративное_бронирование,3,0,True,1,1,нет_отказа,140700.0,4,15,6,тип_питания_1,False,тип_1,0
INN07874,2017-08-21,корпоративное_бронирование,3,0,False,0,0,нет_отказа,69770.3,109,4,0,не выбран,False,тип_1,0
INN07875,2018-06-03,корпоративное_бронирование,3,0,True,0,1,нет_отказа,53600.0,4,6,2,тип_питания_1,False,тип_4,0
INN07876,2019-02-01,корпоративное_бронирование,3,0,True,0,2,нет_отказа,140700.0,71,15,6,тип_питания_1,True,тип_1,1
INN07877,2020-07-12,корпоративное_бронирование,3,0,True,0,3,нет_отказа,26800.0,90,4,0,тип_питания_1,True,тип_1,1
INN07878,2019-08-28,корпоративное_бронирование,2,0,False,0,0,отказ_брони,60300.0,185,7,2,тип_питания_1,False,тип_1,0
INN07879,2019-09-23,корпоративное_бронирование,2,0,False,1,0,нет_отказа,13400.0,135,2,0,тип_питания_1,False,тип_1,0
INN07880,2020-04-04,корпоративное_бронирование,2,0,True,1,1,отказ_брони,62300.0,76,5,2,тип_питания_1,False,тип_4,1
INN07881,2020-05-11,корпоративное_бронирование,2,0,True,2,1,нет_отказа,0.0,122,3,0,тип_питания_1,False,тип_1,2
INN07882,2019-08-10,офлайн_бронирование,2,0,True,1,1,отказ_брони,140700.0,24,15,6,тип_питания_1,False,тип_1,2
INN07883,2019-08-29,офлайн_бронирование,2,0,True,2,1,нет_отказа,33500.0,181,5,0,тип_питания_1,False,тип_1,0
INN07884,2020-09-16,офлайн_бронирование,2,0,True,2,2,нет_отказа,53600.0,157,6,2,тип_питания_1,False,тип_1,0
INN07885,2022-01-23,офлайн_бронирование,2,0,True,2,3,нет_отказа,0.0,106,10,4,тип_питания_1,False,тип_1,0
INN07886,2019-10-05,онлайн_бронирование,3,2,False,0,0,отказ_брони,6700.0,205,1,0,тип_питания_1,False,тип_1,0
INN07887,2020-04-20,офлайн_бронирование,1,0,False,0,0,нет_отказа,53600.0,85,6,2,тип_питания_2,False,тип_1,2
INN07888,2021-03-19,офлайн_бронирование,1,0,True,0,1,нет_отказа,20100.0,300,3,0,тип_питания_1,False,тип_1,0
INN07889,2020-11-06,онлайн_бронирование,200,0,True,1,1,отказ_брони,186900.0,185,15,6,тип_питания_1,False,тип_1,0
INN07890,2018-05-03,онлайн_бронирование,2,1,False,0,0,нет_отказа,53600.0,75,6,2,тип_питания_1,False,тип_1,0
INN07891,2019-09-01,онлайн_бронирование,2,1,True,0,1,нет_отказа,93800.0,197,10,4,тип_питания_1,False,тип_4,0
INN07892,2020-08-06,онлайн_бронирование,2,1,True,0,2,нет_отказа,67000.0,96,8,2,тип_питания_1,False,тип_1,0
INN07893,2020-05-19,корпоративное_бронирование,2,1,False,0,0,нет_отказа,53600.0,135,6,2,не выбран,False,тип_1,0
INN07894,2017-06-24,корпоративное_бронирование,3,0,True,0,1,отказ_брони,17800.0,5,2,0,тип_питания_1,False,тип_1,2
INN07895,2017-08-06,корпоративное_бронирование,3,0,True,1,1,нет_отказа,46900.0,106,5,2,тип_питания_1,False,тип_4,0
INN07896,2018-05-22,корпоративное_бронирование,3,0,True,1,2,нет_отказа,60300.0,67,7,2,не выбран,False,тип_1,3
INN07897,2018-10-15,корпоративное_бронирование,1,0,True,1,1,нет_отказа,0.0,71,6,2,тип_питания_1,False,тип_4,0
INN07898,2019-04-26,корпоративное_бронирование,1,0,False,0,0,нет_отказа,128361.3,103,8,2,тип_питания_1,False,тип_1,0
INN07899,2018-10-22,офлайн_бронирование,2,1,False,0,0,нет_отказа,13400.0,121,2,0,тип_питания_2,False,тип_1,1
INN07900,2019-08-30,офлайн_бронирование,2,1,True,0,1,нет_отказа,67000.0,111,8,2,тип_питания_2,False,тип_1,1
INN07901,2017-11-22,онлайн_бронирование,1,0,False,0,0,нет_отказа,33500.0,109,5,0,тип_питания_1,True,тип_1,2
INN07902,2020-06-18,корпоративное_бронирование,2,0,False,0,0,нет_отказа,124600.0,157,10,4,тип_питания_1,False,тип_1,2
INN07903,2020-12-26,корпоративное_бронирование,2,0,True,0,1,нет_отказа,80400.0,199,10,2,тип_питания_2,False,тип_4,0
INN07904,2019-01-18,офлайн_бронирование,1,0,False,0,0,нет_отказа,67000.0,92,8,2,тип_питания_1,False,тип_1,2
INN07905,2019-04-09,корпоративное_бронирование,1,0,True,0,1,нет_отказа,60300.0,3,7,2,тип_питания_1,False,тип_1,1
INN07906,2020-01-04,офлайн_бронирование,1,0,False,0,0,отказ_брони,108312.3,80,6,2,тип_питания_1,False,тип_4,0
INN07907,2017-09-19,онлайн_бронирование,2,1,True,0,1,нет_отказа,133500.0,89,11,4,тип_питания_1,False,тип_1,0
INN07908,2018-12-04,онлайн_бронирование,2,1,True,0,2,нет_отказа,26800.0,6,4,0,тип_питания_1,False,тип_1,1
INN07909,2017-04-15,корпоративное_бронирование,200,0,False,0,0,нет_отказа,89000.0,85,8,2,тип_питания_1,False,тип_1,1
INN07910,2018-09-14,корпоративное_бронирование,2,1,False,0,0,нет_отказа,93800.0,126,10,4,тип_питания_2,False,тип_1,0
INN07911,2020-01-19,корпоративное_бронирование,2,1,True,0,1,нет_отказа,13400.0,130,2,0,тип_питания_1,False,тип_1,2
INN07912,2021-06-23,корпоративное_бронирование,2,1,True,0,2,нет_отказа,73700.0,96,9,2,тип_питания_1,False,тип_1,0
INN07913,2022-10-16,корпоративное_бронирование,200,1,True,0,3,нет_отказа,33500.0,221,5,0,не выбран,False,тип_1,0
INN07914,2019-02-27,офлайн_бронирование,3,0,False,0,0,отказ_брони,80100.0,21,7,2,тип_питания_1,False,тип_4,0
INN07915,2020-09-08,офлайн_бронирование,2,0,True,0,1,нет_отказа,113900.0,123,13,4,тип_питания_1,False,тип_1,0
INN07916,2022-01-03,офлайн_бронирование,2,0,True,0,2,отказ_брони,60300.0,67,7,2,тип_питания_1,False,тип_1,1
INN07917,2022-01-17,офлайн_бронирование,2,0,True,1,2,нет_отказа,46900.0,109,5,2,тип_питания_1,True,тип_5,2
INN07918,2023-06-20,офлайн_бронирование,2,0,True,1,3,нет_отказа,80100.0,15,7,2,тип_питания_1,False,тип_4,0
INN07919,2018-11-28,онлайн_бронирование,2,0,False,0,0,нет_отказа,62300.0,11,5,2,тип_питания_1,False,тип_1,0
INN07920,2020-04-18,онлайн_бронирование,2,0,True,0,1,нет_отказа,20100.0,300,3,0,тип_питания_2,False,тип_1,0
INN07921,2018-07-26,онлайн_бронирование,3,1,False,0,0,нет_отказа,35600.0,145,4,0,тип_питания_1,False,тип_1,0
INN07922,2020-10-13,офлайн_бронирование,2,0,False,0,0,отказ_брони,93800.0,55,10,4,тип_питания_1,False,тип_1,1
INN07923,2020-10-24,офлайн_бронирование,2,0,False,1,0,отказ_брони,53600.0,257,6,2,тип_питания_1,False,тип_1,1
INN07924,2018-04-30,онлайн_бронирование,3,0,False,0,0,отказ_брони,46900.0,259,5,2,тип_питания_1,False,тип_4,0
INN07925,2018-05-17,онлайн_бронирование,3,0,False,1,0,отказ_брони,62300.0,175,5,2,тип_питания_1,False,тип_1,2
INN07926,2018-06-04,онлайн_бронирование,3,0,False,2,0,отказ_брони,140700.0,96,15,6,тип_питания_1,True,тип_4,0
INN07927,2018-06-12,онлайн_бронирование,3,0,False,3,0,отказ_брони,80400.0,76,10,2,тип_питания_1,False,тип_1,0
INN07928,2018-08-31,офлайн_бронирование,2,0,False,0,0,нет_отказа,46900.0,90,5,2,не выбран,False,тип_1,0
INN07929,2017-09-06,офлайн_бронирование,2,1,True,1,1,отказ_брони,20100.0,210,3,0,тип_питания_1,False,тип_1,0
INN07930,2017-09-18,офлайн_бронирование,2,1,True,2,1,нет_отказа,67000.0,157,8,2,не выбран,False,тип_4,1
INN07931,2018-06-07,офлайн_бронирование,2,1,True,2,2,нет_отказа,241811.7,109,12,4,тип_питания_1,False,тип_1,1
INN07932,2018-12-08,офлайн_бронирование,2,1,True,2,3,отказ_брони,20100.0,100,3,0,тип_питания_2,False,тип_4,1
INN07933,2019-01-09,офлайн_бронирование,1,0,True,0,1,нет_отказа,113900.0,21,13,4,тип_питания_2,False,тип_1,0
INN07934,2019-11-20,офлайн_бронирование,3,0,False,0,0,нет_отказа,100500.0,87,11,4,тип_питания_2,False,тип_4,0
INN07935,2019-12-10,корпоративное_бронирование,2,0,False,0,0,нет_отказа,20100.0,80,3,0,тип_питания_1,False,тип_1,2
INN07936,2018-10-12,онлайн_бронирование,2,0,False,0,0,нет_отказа,73700.0,76,9,2,тип_питания_1,False,тип_1,0
INN07937,2017-12-01,онлайн_бронирование,3,1,False,0,0,нет_отказа,188778.4,5,8,2,не выбран,False,тип_1,1
INN07938,2018-01-16,офлайн_бронирование,2,0,False,0,0,нет_отказа,46900.0,7,5,2,не выбран,False,тип_4,0
INN07939,2019-02-09,офлайн_бронирование,2,0,True,0,1,нет_отказа,46900.0,199,5,2,тип_питания_2,False,тип_1,1
INN07940,2020-01-18,офлайн_бронирование,200,0,True,0,2,нет_отказа,46900.0,11,5,2,тип_питания_2,False,тип_1,2
INN07941,2021-01-30,офлайн_бронирование,2,0,True,0,3,отказ_брони,93800.0,181,10,4,тип_питания_1,False,тип_2,0
INN07942,2021-02-18,офлайн_бронирование,2,0,True,1,3,отказ_брони,53600.0,175,6,2,тип_питания_1,False,тип_1,1
INN07943,2017-12-20,офлайн_бронирование,1,0,False,0,0,нет_отказа,107200.0,79,12,4,тип_питания_1,False,тип_1,0
INN07944,2018-11-05,офлайн_бронирование,1,0,True,0,1,нет_отказа,53600.0,83,6,2,тип_питания_1,False,тип_1,0
INN07945,2019-06-06,офлайн_бронирование,1,0,True,0,2,нет_отказа,93800.0,144,10,4,тип_питания_1,False,тип_1,1
INN07946,2020-04-20,офлайн_бронирование,1,0,True,0,3,отказ_брони,6700.0,209,1,0,тип_питания_1,False,тип_1,0
INN07947,2018-09-27,онлайн_бронирование,2,0,True,1,1,отказ_брони,6700.0,217,1,0,тип_питания_2,False,тип_4,2
INN07948,2020-04-10,корпоративное_бронирование,3,0,False,0,0,нет_отказа,6700.0,71,1,0,не выбран,False,тип_1,2
INN07949,2018-05-28,онлайн_бронирование,1,0,False,0,0,нет_отказа,118674.7,135,5,2,тип_питания_1,False,тип_1,0
INN07950,2019-04-06,онлайн_бронирование,1,0,True,0,1,нет_отказа,0.0,25,11,4,тип_питания_1,False,тип_1,0
INN07951,2020-11-11,онлайн_бронирование,1,0,False,0,0,нет_отказа,26800.0,25,4,0,не выбран,False,тип_1,0
INN07952,2020-07-06,корпоративное_бронирование,200,1,False,0,0,нет_отказа,20100.0,221,3,0,тип_питания_1,False,тип_1,2
INN07953,2021-09-13,корпоративное_бронирование,2,1,True,0,1,нет_отказа,93800.0,144,10,4,не выбран,False,тип_1,1
INN07954,2023-02-23,корпоративное_бронирование,2,1,True,0,2,нет_отказа,60300.0,89,7,2,тип_питания_1,False,тип_1,1
INN07955,2020-08-29,корпоративное_бронирование,3,0,False,0,0,нет_отказа,20100.0,62,3,0,тип_питания_1,False,тип_1,0
INN07956,2018-01-31,онлайн_бронирование,100,0,False,0,0,нет_отказа,53600.0,62,6,2,не выбран,False,тип_1,1
INN07957,2017-08-04,офлайн_бронирование,2,1,False,0,0,нет_отказа,17800.0,94,2,0,тип_питания_1,False,тип_1,1
INN07958,2018-03-17,офлайн_бронирование,2,1,True,0,1,нет_отказа,93800.0,4,10,4,тип_питания_2,False,тип_1,0
INN07959,2020-03-24,онлайн_бронирование,2,0,True,1,1,отказ_брони,100500.0,199,11,4,тип_питания_1,False,тип_1,0
INN07960,2020-04-13,онлайн_бронирование,2,0,True,2,1,отказ_брони,113900.0,28,13,4,не выбран,False,тип_1,0
INN07961,2020-04-24,онлайн_бронирование,2,0,True,3,1,отказ_брони,60300.0,210,7,2,тип_питания_1,False,тип_1,1
INN07962,2017-11-13,офлайн_бронирование,1,1,False,0,0,нет_отказа,172132.7,259,7,2,тип_питания_2,False,тип_1,2
INN07963,2020-11-29,онлайн_бронирование,1,0,False,0,0,отказ_брони,46900.0,94,5,2,тип_питания_1,False,тип_1,1
INN07964,2017-06-17,офлайн_бронирование,2,0,False,0,0,нет_отказа,46900.0,25,5,2,тип_питания_1,False,тип_4,0
INN07965,2018-09-29,офлайн_бронирование,2,0,True,0,1,нет_отказа,46900.0,67,5,2,не выбран,False,тип_4,1
INN07966,2019-09-26,офлайн_бронирование,100,0,False,0,0,отказ_брони,0.0,94,8,2,тип_питания_1,False,тип_1,1
INN07967,2019-10-15,офлайн_бронирование,1,0,False,1,0,нет_отказа,92649.6,85,7,2,тип_питания_1,False,тип_4,1
INN07968,2020-09-20,онлайн_бронирование,3,1,False,0,0,нет_отказа,136543.4,192,5,2,не выбрант,False,тип_1,0
INN07969,2021-07-20,онлайн_бронирование,3,1,True,0,1,нет_отказа,53600.0,114,6,2,тип_питания_1,False,тип_4,1
INN07970,2022-10-21,онлайн_бронирование,3,1,True,0,2,отказ_брони,93800.0,55,10,4,тип_питания_1,False,тип_1,0
INN07971,2017-05-06,корпоративное_бронирование,2,1,False,0,0,нет_отказа,20100.0,7,3,0,тип_питания_1,False,тип_4,0
INN07972,2017-05-30,онлайн_бронирование,1,1,False,0,0,отказ_брони,93800.0,222,10,4,тип_питания_1,False,тип_1,0
INN07973,2017-06-11,онлайн_бронирование,1,1,False,1,0,нет_отказа,73700.0,221,9,2,тип_питания_1,False,тип_1,0
INN07974,2018-09-23,онлайн_бронирование,1,1,True,1,1,отказ_брони,13400.0,67,2,0,не выбран,False,тип_1,1
INN07975,2018-10-02,онлайн_бронирование,1,1,True,2,1,нет_отказа,71200.0,175,6,2,тип_питания_1,False,тип_1,0
INN07976,2019-08-06,онлайн_бронирование,1,1,True,2,2,нет_отказа,53600.0,69,6,2,тип_питания_1,False,тип_4,2
INN07977,2018-02-13,офлайн_бронирование,3,1,False,0,0,нет_отказа,140700.0,19,15,6,тип_питания_1,False,тип_4,0
INN07978,2020-04-15,онлайн_бронирование,1,0,False,0,0,отказ_брони,133500.0,77,11,4,не выбран,False,тип_4,2
INN07979,2020-04-26,онлайн_бронирование,1,0,False,1,0,отказ_брони,13400.0,7,2,0,тип_питания_2,False,тип_1,1
INN07980,2017-04-17,онлайн_бронирование,1,0,False,0,0,нет_отказа,46900.0,18,5,2,тип_питания_1,False,тип_1,3
INN07981,2017-04-14,онлайн_бронирование,2,0,False,0,0,отказ_брони,134062.1,103,6,2,не выбран,False,тип_1,1
INN07982,2019-01-30,офлайн_бронирование,2,0,False,0,0,отказ_брони,19328.3,197,1,0,тип_питания_1,False,тип_1,2
INN07983,2018-11-22,онлайн_бронирование,2,2,True,0,1,нет_отказа,46900.0,69,5,2,тип_питания_2,False,тип_1,0
INN07984,2020-02-14,онлайн_бронирование,2,2,True,0,2,нет_отказа,20100.0,90,3,0,тип_питания_1,False,тип_1,1
INN07985,2021-05-22,онлайн_бронирование,200,2,True,0,3,отказ_брони,53600.0,67,6,2,тип_питания_1,True,тип_1,0
INN07986,2021-06-06,онлайн_бронирование,2,2,True,1,3,нет_отказа,151300.0,7,13,4,тип_питания_2,False,тип_4,1
INN07987,2020-08-31,онлайн_бронирование,1,0,False,0,0,отказ_брони,46900.0,21,5,2,тип_питания_1,False,тип_1,1
INN07988,2018-06-01,корпоративное_бронирование,1,0,True,0,1,нет_отказа,93800.0,67,10,4,тип_питания_1,False,тип_4,0
INN07989,2020-12-28,корпоративное_бронирование,2,0,False,0,0,нет_отказа,73700.0,76,9,2,тип_питания_1,False,тип_1,2
INN07990,2018-10-04,онлайн_бронирование,3,0,False,0,0,отказ_брони,8900.0,181,1,0,тип_питания_1,False,тип_1,0
INN07991,2018-10-24,онлайн_бронирование,1,0,True,0,1,нет_отказа,67000.0,144,8,2,тип_питания_2,False,тип_1,1
INN07992,2019-12-21,онлайн_бронирование,1,0,True,0,2,отказ_брони,20100.0,117,3,0,тип_питания_1,False,тип_1,1
INN07993,2020-02-10,онлайн_бронирование,2,0,True,1,1,отказ_брони,13400.0,87,2,0,тип_питания_1,False,тип_1,1
INN07994,2017-11-25,корпоративное_бронирование,1,0,False,0,0,нет_отказа,26800.0,77,4,0,тип_питания_1,False,тип_1,0
INN07995,2019-04-16,корпоративное_бронирование,1,0,True,0,1,нет_отказа,60300.0,130,7,2,тип_питания_1,False,тип_4,1
INN07996,2020-01-13,корпоративное_бронирование,100,0,True,0,2,нет_отказа,26700.0,96,3,0,тип_питания_1,False,тип_1,0
INN07997,2020-02-18,офлайн_бронирование,1,1,False,0,0,нет_отказа,20100.0,185,3,0,тип_питания_1,False,тип_1,0
INN07998,2019-07-07,онлайн_бронирование,1,1,True,0,1,нет_отказа,26800.0,11,4,0,тип_питания_2,False,тип_1,0
INN07999,2020-07-07,онлайн_бронирование,1,1,True,0,2,нет_отказа,20100.0,67,3,0,тип_питания_1,False,тип_1,0
INN08000,2021-08-22,онлайн_бронирование,1,1,True,0,3,нет_отказа,67000.0,21,8,2,тип_питания_2,False,тип_1,1
INN08001,2019-04-19,онлайн_бронирование,3,0,False,0,0,нет_отказа,20100.0,80,3,0,не выбран,False,тип_1,1
INN08002,2020-10-11,корпоративное_бронирование,100,2,False,0,0,отказ_брони,46900.0,94,5,2,тип_питания_1,False,тип_1,2
INN08003,2018-10-28,офлайн_бронирование,3,0,False,0,0,отказ_брони,46900.0,181,5,2,тип_питания_1,False,тип_1,0
INN08004,2018-10-27,корпоративное_бронирование,3,0,False,0,0,нет_отказа,13400.0,135,2,0,тип_питания_1,False,тип_1,0
INN08005,2020-10-19,офлайн_бронирование,1,1,False,0,0,нет_отказа,44500.0,15,5,0,тип_питания_1,False,тип_1,0
INN08006,2021-07-17,офлайн_бронирование,100,1,True,0,1,нет_отказа,53600.0,122,6,2,тип_питания_2,False,тип_1,1
INN08007,2022-06-28,офлайн_бронирование,1,1,True,0,2,нет_отказа,53600.0,62,6,2,тип_питания_1,False,тип_4,0
INN08008,2020-02-10,офлайн_бронирование,1,0,False,0,0,нет_отказа,67000.0,3,8,2,тип_питания_1,False,тип_1,1
INN08009,2018-06-10,онлайн_бронирование,2,0,False,0,0,нет_отказа,0.0,130,6,2,тип_питания_1,False,тип_1,0
INN08010,2019-01-15,онлайн_бронирование,2,0,True,0,1,отказ_брони,46900.0,87,5,2,не выбран,False,тип_4,1
INN08011,2020-11-04,онлайн_бронирование,1,0,False,0,0,нет_отказа,67000.0,80,8,2,тип_питания_2,False,тип_1,1
INN08012,2019-01-21,онлайн_бронирование,2,1,False,0,0,нет_отказа,17800.0,15,2,0,тип_питания_1,False,тип_6,0
INN08013,2017-08-18,корпоративное_бронирование,2,0,False,0,0,нет_отказа,60300.0,7,7,2,тип_питания_1,False,тип_1,1
INN08014,2018-08-19,корпоративное_бронирование,2,0,True,0,1,нет_отказа,60300.0,85,7,2,тип_питания_1,False,тип_1,2
INN08015,2020-01-17,корпоративное_бронирование,2,0,True,0,2,отказ_брони,60300.0,199,7,2,тип_питания_1,False,тип_1,1
INN08016,2020-05-08,корпоративное_бронирование,100,0,False,0,0,нет_отказа,100500.0,124,11,4,не выбран,False,тип_1,1
INN08017,2018-06-12,корпоративное_бронирование,3,0,False,0,0,нет_отказа,187964.0,192,8,2,тип_питания_1,False,тип_1,0
INN08018,2019-05-20,корпоративное_бронирование,3,0,True,0,1,нет_отказа,79855.1,11,5,0,тип_питания_1,False,тип_1,0
INN08019,2020-07-01,корпоративное_бронирование,3,0,True,0,2,нет_отказа,46900.0,122,5,2,тип_питания_1,False,тип_4,1
INN08020,2021-09-08,корпоративное_бронирование,3,0,True,0,3,нет_отказа,20100.0,157,3,0,тип_питания_1,True,тип_1,1
INN08021,2023-02-25,корпоративное_бронирование,3,0,True,0,4,нет_отказа,60300.0,34,7,2,тип_питания_2,False,тип_4,1
INN08022,2019-08-03,корпоративное_бронирование,2,0,False,0,0,нет_отказа,124600.0,72,10,4,тип_питания_1,False,тип_1,1
INN08023,2020-05-22,корпоративное_бронирование,2,0,True,0,1,нет_отказа,60300.0,83,7,2,тип_питания_1,False,тип_1,1
INN08024,2021-05-22,корпоративное_бронирование,2,0,True,0,2,нет_отказа,67000.0,117,8,2,тип_питания_1,False,тип_4,1
INN08025,2022-09-10,корпоративное_бронирование,200,0,True,0,3,нет_отказа,46900.0,300,5,2,тип_питания_2,False,тип_1,4
INN08026,2023-10-23,корпоративное_бронирование,2,0,True,0,4,нет_отказа,151869.5,117,8,2,тип_питания_1,False,тип_4,0
INN08027,2018-07-16,офлайн_бронирование,2,0,False,0,0,отказ_брони,124600.0,97,10,4,тип_питания_1,False,тип_2,1
INN08028,2017-10-05,корпоративное_бронирование,2,0,True,0,1,нет_отказа,13400.0,90,2,0,тип_питания_1,False,тип_4,0
INN08029,2017-03-14,корпоративное_бронирование,1,0,True,1,1,нет_отказа,20100.0,123,3,0,не выбран,False,тип_1,0
INN08030,2017-09-30,офлайн_бронирование,1,1,False,0,0,нет_отказа,13400.0,25,2,0,тип_питания_1,False,тип_1,2
INN08031,2018-07-14,офлайн_бронирование,1,1,True,0,1,нет_отказа,46900.0,24,5,2,тип_питания_1,False,тип_1,0
INN08032,2019-09-22,офлайн_бронирование,1,1,True,0,2,нет_отказа,62300.0,114,5,2,тип_питания_1,False,тип_1,0
INN08033,2020-05-29,офлайн_бронирование,1,1,True,0,3,отказ_брони,46900.0,199,5,2,тип_питания_1,False,тип_1,0
INN08034,2018-11-29,онлайн_бронирование,3,1,True,1,1,нет_отказа,33500.0,94,5,0,тип_питания_1,False,тип_4,0
INN08035,2020-11-14,корпоративное_бронирование,1,2,False,0,0,нет_отказа,100500.0,25,11,4,тип_питания_1,False,тип_1,2
INN08036,2021-09-09,корпоративное_бронирование,1,2,True,0,1,нет_отказа,53600.0,5,6,2,тип_питания_1,False,тип_1,1
INN08037,2019-01-13,корпоративное_бронирование,2,1,False,0,0,нет_отказа,38732.1,4,2,0,тип_питания_2,False,тип_1,0
INN08038,2020-01-01,корпоративное_бронирование,2,1,True,0,1,нет_отказа,60300.0,257,7,2,тип_питания_1,False,тип_1,1
INN08039,2019-04-08,онлайн_бронирование,2,0,True,0,1,нет_отказа,133500.0,71,11,4,тип_питания_1,False,тип_4,2
INN08040,2020-06-11,корпоративное_бронирование,2,0,False,0,0,нет_отказа,124600.0,67,10,4,не выбран,False,тип_1,0
INN08041,2020-12-15,корпоративное_бронирование,2,0,True,0,1,нет_отказа,13400.0,62,2,0,тип_питания_1,False,тип_1,1
INN08042,2018-05-27,корпоративное_бронирование,3,0,True,0,1,отказ_брони,67000.0,185,8,2,тип_питания_1,False,тип_4,0
INN08043,2018-07-05,корпоративное_бронирование,3,0,True,1,1,нет_отказа,6700.0,76,1,0,тип_питания_1,False,тип_1,1
INN08044,2019-10-02,корпоративное_бронирование,3,0,True,1,2,нет_отказа,46900.0,130,5,2,тип_питания_1,False,тип_1,2
INN08045,2019-12-02,корпоративное_бронирование,1,0,False,0,0,нет_отказа,8900.0,111,1,0,тип_питания_1,False,тип_1,0
INN08046,2020-12-07,корпоративное_бронирование,1,0,True,0,1,нет_отказа,46900.0,72,5,2,тип_питания_2,False,тип_1,2
INN08047,2022-04-09,корпоративное_бронирование,1,0,True,0,2,нет_отказа,17800.0,90,2,0,тип_питания_1,False,тип_1,2
INN08048,2020-07-24,онлайн_бронирование,2,1,False,0,0,нет_отказа,53600.0,19,6,2,тип_питания_1,False,тип_1,0
INN08049,2021-07-28,онлайн_бронирование,2,1,True,0,1,нет_отказа,62300.0,45,5,2,тип_питания_1,False,тип_1,0
INN08050,2018-03-23,онлайн_бронирование,3,1,True,0,1,отказ_брони,97900.0,126,9,2,тип_питания_1,False,тип_4,0
INN08051,2018-04-12,онлайн_бронирование,3,1,True,1,1,отказ_брони,80400.0,18,10,2,тип_питания_1,False,тип_4,0
INN08052,2020-06-21,корпоративное_бронирование,3,0,False,0,0,отказ_брони,26700.0,77,3,0,тип_питания_1,False,тип_1,2
INN08053,2018-11-04,офлайн_бронирование,1,1,True,1,1,нет_отказа,53600.0,205,6,2,тип_питания_1,False,тип_1,0
INN08054,2019-06-23,офлайн_бронирование,2,0,False,0,0,нет_отказа,13400.0,73,2,0,тип_питания_1,False,тип_4,0
INN08055,2020-07-29,офлайн_бронирование,2,0,True,0,1,нет_отказа,80400.0,72,10,2,тип_питания_1,False,тип_4,0
INN08056,2017-11-13,корпоративное_бронирование,1,0,False,0,0,нет_отказа,26800.0,87,4,0,тип_питания_1,False,тип_4,2
INN08057,2019-08-27,корпоративное_бронирование,1,0,False,0,0,отказ_брони,46900.0,63,5,2,тип_питания_1,False,тип_1,0
INN08058,2019-10-18,корпоративное_бронирование,100,0,False,1,0,отказ_брони,46900.0,89,5,2,тип_питания_1,False,тип_1,0
INN08059,2017-12-29,онлайн_бронирование,3,1,False,0,0,нет_отказа,46900.0,21,5,2,не выбран,False,тип_1,3
INN08060,2018-09-11,корпоративное_бронирование,1,1,True,0,1,нет_отказа,140700.0,73,15,6,тип_питания_1,False,тип_1,1
INN08061,2020-12-24,онлайн_бронирование,1,1,False,0,0,нет_отказа,73700.0,73,9,2,тип_питания_1,False,тип_4,2
INN08062,2017-08-28,корпоративное_бронирование,1,0,False,0,0,нет_отказа,46900.0,150,5,2,тип_питания_1,False,тип_1,0
INN08063,2018-05-15,корпоративное_бронирование,1,0,True,0,1,нет_отказа,33500.0,7,5,0,тип_питания_1,False,тип_1,2
INN08064,2018-02-08,корпоративное_бронирование,200,1,False,0,0,нет_отказа,53600.0,181,6,2,тип_питания_1,False,тип_1,0
INN08065,2019-06-05,корпоративное_бронирование,2,1,True,0,1,нет_отказа,46900.0,130,5,2,тип_питания_1,False,тип_1,0
INN08066,2020-05-27,офлайн_бронирование,2,0,False,0,0,нет_отказа,100500.0,100,11,4,не выбран,False,тип_1,1
INN08067,2019-01-07,онлайн_бронирование,100,1,False,0,0,нет_отказа,71200.0,88,6,2,тип_питания_1,False,тип_1,1
INN08068,2020-03-28,онлайн_бронирование,1,1,True,0,1,отказ_брони,53600.0,257,6,2,тип_питания_1,False,тип_1,1
INN08069,2018-05-19,офлайн_бронирование,3,1,False,0,0,отказ_брони,6700.0,15,1,0,тип_питания_1,True,тип_4,1
INN08070,2020-07-09,онлайн_бронирование,2,1,False,0,0,отказ_брони,6700.0,150,1,0,тип_питания_1,False,тип_1,1
INN08071,2020-07-28,онлайн_бронирование,2,1,False,1,0,нет_отказа,17800.0,96,2,0,тип_питания_1,False,тип_1,1
INN08072,2021-09-25,онлайн_бронирование,2,1,True,1,1,нет_отказа,140700.0,85,15,6,тип_питания_2,False,тип_1,0
INN08073,2019-03-10,корпоративное_бронирование,2,0,False,0,0,нет_отказа,46900.0,50,5,2,тип_питания_1,False,тип_1,0
INN08074,2018-05-14,офлайн_бронирование,2,0,False,0,0,нет_отказа,13400.0,124,2,0,тип_питания_1,False,тип_4,0
INN08075,2019-04-23,офлайн_бронирование,2,0,True,0,1,отказ_брони,20100.0,122,3,0,тип_питания_1,False,тип_1,1
INN08076,2019-06-11,онлайн_бронирование,2,1,False,0,0,нет_отказа,100500.0,62,11,4,тип_питания_2,False,тип_1,0
INN08077,2019-08-13,корпоративное_бронирование,2,0,False,0,0,нет_отказа,67000.0,209,8,2,тип_питания_1,False,тип_2,0
